,city,voivodeship,Name,Population,Latitude,Longitude
827,drawsko-pomorskie,Zachodniopomorskie,Drawsko Pomorskie,11878.0,53.531078599999994,15.813417900000001
828,dziwnow,Zachodniopomorskie,Dziwnów,2736.0,54.02509499999999,14.752646900000002
829,debno,Zachodniopomorskie,Dębno,14043.0,52.739668099999996,14.7014522
830,golczewo_133565,Zachodniopomorskie,Golczewo,2763.0,53.824108100000004,14.9773396
831,goleniow,Zachodniopomorskie,Goleniów,22776.0,53.5656704,14.8300626
832,goscino,Zachodniopomorskie,Gościno,2332.0,54.0515795,15.6534004
833,gryfice,Zachodniopomorskie,Gryfice,16898.0,53.9148529,15.1987062
834,gryfino,Zachodniopomorskie,Gryfino,21578.0,53.2535889,14.492424300000001
835,kalisz-pomorski,Zachodniopomorskie,Kalisz Pomorski,4361.0,53.29816160000001,15.905990300000003
836,kamien-pomorski,Zachodniopomorskie,Kamień Pomorski,9070.0,53.964836399999996,14.7734718
837,karlino,Zachodniopomorskie,Karlino,5974.0,54.0410287,15.8793019
838,koszalin,Zachodniopomorskie,Koszalin,109170.0,54.19092,16.17707
839,kolobrzeg,Zachodniopomorskie,Kołobrzeg,44980.0,54.17596139999999,15.5764209
840,lipiany,Zachodniopomorskie,Lipiany,4085.0,53.00355989999999,14.969764499999998
841,mielno,Zachodniopomorskie,Mielno,2200.0,54.25900649999999,16.0539997
842,mieszkowice,Zachodniopomorskie,Mieszkowice,3612.0,52.785412,14.4954296
843,miroslawiec,Zachodniopomorskie,Mirosławiec,3051.0,53.34171,16.09094
844,miedzyzdroje,Zachodniopomorskie,Międzyzdroje,5485.0,53.9282745,14.448903
845,moryn,Zachodniopomorskie,Moryń,1600.0,52.8558027,14.3968046
846,mysliborz_139149,Zachodniopomorskie,Myślibórz,11614.0,52.924825,14.8664799
847,nowogard,Zachodniopomorskie,Nowogard,16937.0,53.6687698,15.1225889
848,pelczyce,Zachodniopomorskie,Pełczyce,2653.0,53.04218,15.30591
849,polanow,Zachodniopomorskie,Polanów,3028.0,54.119209999999995,16.68725
850,police,Zachodniopomorskie,Police,34120.0,53.548643500000004,14.5657399
851,polczyn-zdroj,Zachodniopomorskie,Połczyn-Zdrój,8444.0,53.7648981,16.095270499999998
852,przeclaw,Zachodniopomorskie,Przecław,1739.0,50.193918599999996,21.4798564
853,pyrzyce,Zachodniopomorskie,Pyrzyce,12816.0,53.1457,14.89267
854,ploty,Zachodniopomorskie,Płoty,4092.0,53.8030947,15.266398800000001
855,recz,Zachodniopomorskie,Recz,2977.0,53.260153599999995,15.546764800000002
856,resko,Zachodniopomorskie,Resko,4356.0,53.7733969,15.405605800000002
857,sianow,Zachodniopomorskie,Sianów,6681.0,54.228188,16.2942839
858,stargard,Zachodniopomorskie,Stargard,69328.0,53.3379935,15.035049300000003
859,stepnica,Zachodniopomorskie,Stepnica,2067.0,53.651453000000004,14.6299527
860,szczecin,Zachodniopomorskie,Szczecin,402465.0,53.4301818,14.550962300000002
861,szczecinek,Zachodniopomorskie,Szczecinek,40620.0,53.708020999999995,16.6943922
862,slawno,Zachodniopomorskie,Sławno,12898.0,54.3629824,16.6789071
863,trzcinsko-zdroj,Zachodniopomorskie,Trzcińsko-Zdrój,2460.0,52.966038100000006,14.607598199999998
864,trzebiatow,Zachodniopomorskie,Trzebiatów,10202.0,54.06270260000001,15.265715700000001
865,tuczno,Zachodniopomorskie,Tuczno,1974.0,53.194418999999996,16.1548235
866,tychowo,Zachodniopomorskie,Tychowo,2512.0,53.92866,16.25668
867,walcz,Zachodniopomorskie,Wałcz,26231.0,53.26974499999999,16.4670655
868,wolin,Zachodniopomorskie,Wolin,4999.0,53.843788,14.6157008
869,wegorzyno,Zachodniopomorskie,Węgorzyno,2909.0,53.5411822,15.560239800000002
870,zlocieniec,Zachodniopomorskie,Złocieniec,13224.0,53.5310697,16.0120665
871,lobez,Zachodniopomorskie,Łobez,10438.0,53.6391189,15.621348699999999
872,swidwin,Zachodniopomorskie,Świdwin,15725.0,53.7747044,15.777351399999999
873,swinoujscie,Zachodniopomorskie,Świnoujście,41371.0,53.909747700000004,14.2510703
